ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),Labelled energy consumption (kWh/year),CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ASKO,8,-,-,-,216,-,-,-,-,-,No,-,Cold,-,Slovenia,Yes,-,580.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,W4086P.T.AU,W4086P.*.AU,AS/NZS 2040.1:2005/Amdt 3:2010,5.03329514732774,-,5.0,-,8e-05,-,2.12,-,"Normal 40 degrees, 1600rpm",-,"Australia,Fiji,New Zealand",0.293,-,144736,Approved,229.0,-,0.0,-,Drum,-,0.45,-,595.0,-,2027-05-29,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,229.0,-,55.7,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1209
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ASKO,8,-,-,-,216,-,-,-,-,-,No,-,Cold,-,Slovenia,Yes,-,580.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,W4086P.W.AU,W4086P.*.AU,AS/NZS 2040.1:2005/Amdt 3:2010,5.03329514732774,-,5.0,-,8e-05,-,2.12,-,"Normal 40 degrees, 1600rpm",-,"Australia,Fiji,New Zealand",0.293,-,144736,Approved,229.0,-,0.0,-,Drum,-,0.45,-,595.0,-,2027-05-29,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,229.0,-,55.7,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1209
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,SAMSUNG ELECTRONICS,18,-,293,-,523,-,"Energy saving course, Temp. Cold, Rinse 3, Spin 5",-,144.4,-,No,-,Dual,-,Vietnam,Yes,-,-,-,Drum,-,-,-,0.5,-,Yes on the warm wash program only,-,Front,-,-,-,WF18B9600KV,,AS/NZS 2040.1:2005/Amdt 3:2010,4.626682644127229,-,4.5,-,0.00023,-,0.43,-,"Energy saving course, Temp. 40°C, Rinse 3, Spin 5",-,"Australia,Fiji,New Zealand",0.6,-,150728,Approved,301.0,-,144.9,-,Drum,-,0.55603,-,-,-,2027-11-01,,Single product class,Available,,http://www.samsung.com.au,301.0,-,185.0,-,185.0,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1272
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIELE,9,-,-,-,261,-,-,-,-,-,No,-,Cold,-,"Germany,Czechia",Yes,-,643.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWD164,,AS/NZS 2040.1:2005/Amdt 3:2010,4.667938879373633,-,4.5,-,0.0006,-,0.18,-,ECO 40-60 with temperature setting 40,-,"Australia,New Zealand",0.2,-,150781,Approved,237.0,-,0.0,-,Drum,-,0.54,-,596.0,-,2027-10-30,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,237.0,-,76.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1271
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,6.5,-,69,-,445,-,"Eco Cotton, Temp. Cold, Water Level 3, Wash 25 Min, Rinse 2, Spin High",-,-,-,No,-,Dual,-,"Thailand,Vietnam",Yes,-,606.0,-,Drum,-,960.0,-,-,-,No,-,Top,-,Impeller,-,WTG6520,,AS/NZS 2040.1:2005/Amdt 3:2010,2.505138018454693,-,2.5,-,0.00011,-,0.37,-,"Eco Cotton, Temp. Hot & Cold, Water Level 3, Wash 25 Min, Rinse 2, Spin High",-,"Australia,New Zealand",0.37,-,150909,Approved,79.0,-,0.0,-,Non-Drum,-,0.73601,-,590.0,-,2028-01-30,,Single product class,Available,,,79.0,-,95.0,-,95.0,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1274
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,12,-,-,-,1190,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,KAWWASHT12A,KAWWASHT12*,AS/NZS 2040.1:2005/Amdt 3:2010,1.5341254099832662,-,1.5,-,0.0,-,0.85,-,Cotton,-,"Australia,Fiji,New Zealand",0.85,-,150971,Approved,162.198,-,0.0,-,Non-Drum,-,0.8126,-,-,-,2027-12-04,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,162.198,-,175.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW1280
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,12,-,-,-,1190,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,KAWWASHT12B,KAWWASHT12*,AS/NZS 2040.1:2005/Amdt 3:2010,1.5341254099832662,-,1.5,-,0.0,-,0.85,-,Cotton,-,"Australia,Fiji,New Zealand",0.85,-,150971,Approved,162.198,-,0.0,-,Non-Drum,-,0.8126,-,-,-,2027-12-04,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,162.198,-,175.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW1280
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,12,-,-,-,1190,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,KAWWASHT12C,KAWWASHT12*,AS/NZS 2040.1:2005/Amdt 3:2010,1.5341254099832662,-,1.5,-,0.0,-,0.85,-,Cotton,-,"Australia,Fiji,New Zealand",0.85,-,150971,Approved,162.198,-,0.0,-,Non-Drum,-,0.8126,-,-,-,2027-12-04,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,162.198,-,175.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW1280
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,12,-,-,-,1190,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,KAWWASHT12D,KAWWASHT12*,AS/NZS 2040.1:2005/Amdt 3:2010,1.5341254099832662,-,1.5,-,0.0,-,0.85,-,Cotton,-,"Australia,Fiji,New Zealand",0.85,-,150971,Approved,162.198,-,0.0,-,Non-Drum,-,0.8126,-,-,-,2027-12-04,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,162.198,-,175.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW1280
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,12,-,-,-,1190,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,KAWWASHT12E,KAWWASHT12*,AS/NZS 2040.1:2005/Amdt 3:2010,1.5341254099832662,-,1.5,-,0.0,-,0.85,-,Cotton,-,"Australia,Fiji,New Zealand",0.85,-,150971,Approved,162.198,-,0.0,-,Non-Drum,-,0.8126,-,-,-,2027-12-04,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,162.198,-,175.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW1280
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,12,-,-,-,1190,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,KAWWASHT12F,KAWWASHT12*,AS/NZS 2040.1:2005/Amdt 3:2010,1.5341254099832662,-,1.5,-,0.0,-,0.85,-,Cotton,-,"Australia,Fiji,New Zealand",0.85,-,150971,Approved,162.198,-,0.0,-,Non-Drum,-,0.8126,-,-,-,2027-12-04,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,162.198,-,175.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW1280
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,12,-,-,-,1190,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,KAWWASHT12*,KAWWASHT12*,AS/NZS 2040.1:2005/Amdt 3:2010,1.5341254099832662,-,1.5,-,0.0,-,0.85,-,Cotton,-,"Australia,Fiji,New Zealand",0.85,-,150971,Approved,162.198,-,0.0,-,Non-Drum,-,0.8126,-,-,-,2027-12-04,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,162.198,-,175.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW1280
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Altus,9,-,-,-,353,-,-,-,-,-,No,-,Cold,-,Türkiye,Yes,-,640.0,-,Drum,-,840.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,AFL910W,,AS/NZS 2040.1:2005/Amdt 3:2010,4.014988970848109,-,4.0,-,9.547e-05,-,0.4,-,"Cottons Eco, 40 °C, 1200 rpm",-,"Australia,Fiji,New Zealand",0.35,-,151018,Approved,294.0,-,0.0,-,Drum,-,0.5557,-,600.0,-,2027-11-23,,Single product class,Available,http://www.beko.com.au/,,294.0,-,92.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1277
EE Amendment Regulations 2025 Schedule 2C,Eurotech,7,-,-,-,518,-,-,-,-,-,Yes,-,Cold,-,China,Yes,-,565.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,ED-WDC74WH,,AS/NZS 2040.1:2005/Amdt 3:2010,2.5014245059074485,-,2.5,-,0.0,-,0.0,-,"Cotton ECO, 60°C, Speed 1400",-,New Zealand,-,-,151021,Approved,367.002,-,0.0,-,Drum,-,0.5739,-,595.0,-,2122-10-17,,Single product class,Available,,http://www.eurotechdesign.co.nz/,367.002,-,71.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ZCW0185
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,TCL,7.5,-,-,-,215,-,N/A,-,-,-,No,-,Cold,-,China,Yes,-,560.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,P618FLW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.705247577883954,-,4.5,-,0.0,-,0.45,-,Cotton 40oC 1400rpm,-,"Australia,New Zealand",0.45,-,151260,Approved,300.0,-,0.0,-,Drum,-,0.5336,-,600.0,-,2027-12-06,,Single product class,Available,https://www.tcl.com/au,http://www.tclelectronics.com.au,299.8,-,64.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1281
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Haier,7,-,-,-,478,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,HWT70FVW3,,AS/NZS 2040.1:2005/Amdt 3:2010,2.619135662468338,-,2.5,-,2e-05,-,0.651,-,"Eco, Water level: High, Water temp: Warm",-,"Australia,New Zealand",-,-,151322,Approved,125.0,-,0.0,-,Non-Drum,-,0.6446,-,-,-,2027-11-30,,Single product class,Available,,http://www.haier.com.au/,140.0,-,98.9,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1279
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,TCL,8.5,-,-,-,258,-,-,-,-,-,No,-,Cold,-,China,Yes,-,630.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,P619FLW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.5950628813667524,-,4.5,-,0.0,-,0.5,-,"Cotton, 40oC 1200rpm",-,"Australia,Fiji,New Zealand",0.5,-,151386,Approved,300.0,-,0.0,-,Drum,-,0.5324,-,600.0,-,2027-12-06,,Single product class,Available,https://www.tcl.com/au,http://www.tclelectronics.com.au,300.798,-,67.82,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1282
EE Amendment Regulations 2025 Schedule 2C,Panasonic,10,-,-,-,297,-,-,-,-,-,Yes,-,Cold,-,Vietnam,Yes,-,585.0,-,Drum,-,845.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,NA-S106FR1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.612385115444897,-,4.5,-,0.0,-,0.0,-,Cotton + 40degrees 1400 rpm,-,New Zealand,1.1,-,151457,Approved,357.0,-,0.0,-,Drum,-,0.54,-,596.0,-,2122-11-15,,Single product class,Available,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,357.0,-,85.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ZCW0186
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Fisher & Paykel,8.5,-,-,-,320,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WH8560P2,WH8560P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.085479100629775,-,4.0,-,0.0,-,0.1,-,"Cottons, 40ºC, Eco",-,"Australia,New Zealand",0.0,-,151432,Approved,244.0,-,0.0,-,Drum,-,0.57,-,-,-,2027-12-15,,Single product class,Available,,http://www.fisherpaykel.co.nz/,244.0,-,73.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1284
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Fisher & Paykel,8.5,-,-,-,320,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WH8560P1,WH8560P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.085479100629775,-,4.0,-,0.0,-,0.1,-,"Cottons, 40ºC, Eco",-,"Australia,New Zealand",0.0,-,151432,Approved,244.0,-,0.0,-,Drum,-,0.57,-,-,-,2027-12-15,,Single product class,Available,,http://www.fisherpaykel.co.nz/,244.0,-,73.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1284
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,BOSCH,8,-,-,-,300,-,-,-,-,-,No,-,Cold,-,Poland,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WAN24123AU,F12,AS/NZS 2040.1:2005/Amdt 3:2010,4.092380891721881,-,4.0,-,0.00032,-,0.49,-,"Cottons Eco, 60°C, 1200 rpm",-,"Australia,Fiji,New Zealand",0.1,-,151604,Approved,238.0,-,0.0,-,Drum,-,0.56542,-,-,-,2027-12-13,,Single product class,Available,,http://www.bosch-home.com.au/,238.0,-,78.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1283
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,BOSCH,8,-,-,-,300,-,-,-,-,-,No,-,Cold,-,Poland,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WAN24124AU,F12,AS/NZS 2040.1:2005/Amdt 3:2010,4.092380891721881,-,4.0,-,0.00032,-,0.49,-,"Cottons Eco, 60°C, 1200 rpm",-,"Australia,Fiji,New Zealand",0.1,-,151604,Approved,238.0,-,0.0,-,Drum,-,0.56542,-,-,-,2027-12-13,,Single product class,Available,,http://www.bosch-home.com.au/,238.0,-,78.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1283
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,BOSCH,8,-,-,-,300,-,-,-,-,-,No,-,Cold,-,Poland,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,F12,F12,AS/NZS 2040.1:2005/Amdt 3:2010,4.092380891721881,-,4.0,-,0.00032,-,0.49,-,"Cottons Eco, 60°C, 1200 rpm",-,"Australia,Fiji,New Zealand",0.1,-,151604,Approved,238.0,-,0.0,-,Drum,-,0.56542,-,-,-,2027-12-13,,Single product class,Available,,http://www.bosch-home.com.au/,238.0,-,78.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1283
EE Amendment Regulations 2025 Schedule 2C,Living & Co,10,-,-,-,226,-,"'Cotton Eco',  Spin speed 1500rpm, Temp 60ºC",-,-,-,No,-,Cold,-,China,Yes,-,565.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MFC100-U1501B/C14E-AU(5),,AS/NZS 2040.1:2005/Amdt 3:2010,5.039550677079146,-,5.0,-,0.4,-,0.4,-,"Cotton Eco 1500rpm, 60ºC seven times per week",-,New Zealand,0.4,-,151668,Approved,361.0,-,0.0,-,Drum,-,0.5745,-,595.0,-,2122-11-25,,Single product class,Available,http://www.midea.cn,https://www.thewarehouse.co.nz/,361.0,-,102.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ZCW0187
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Fisher & Paykel,8.5,-,-,-,320,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WH8560P*,WH8560P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.085479100629775,-,4.0,-,0.0,-,0.1,-,"Cottons, 40ºC, Eco",-,"Australia,New Zealand",0.0,-,151432,Approved,244.0,-,0.0,-,Drum,-,0.57,-,-,-,2027-12-15,,Single product class,Available,,http://www.fisherpaykel.co.nz/,244.0,-,73.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1284
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,WHIRLPOOL,7.5,-,-,-,555,-,-,-,-,-,Yes,-,Cold,-,Italy,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WRWD582WAU,,AS/NZS 2040.1:2005/Amdt 3:2010,2.5935962354601254,-,2.5,-,0.001166,-,1.2633,-,"White Cotton 60˚C, 1200 rpm",-,"Australia,Fiji,New Zealand",1.2633,-,151771,Approved,375.0,-,0.0,-,Drum,-,0.495,-,-,-,2027-12-20,,Single product class,Available,http://www.whirlpool.com.au/,,375.0,-,75.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1285
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,SAMSUNG ELECTRONICS,12,-,218,-,272,-,"E Cotton, Cold, Intensive, 2 Rinse, 1400 rpm",-,108.0,-,No,-,Dual,-,Vietnam,Yes,-,-,-,Drum,-,-,-,0.4,-,Yes on the warm wash program only,-,Front,-,-,-,WW12BB944DGB,WW12BB944DGB,AS/NZS 2040.1:2005/Amdt 3:2010,5.003808232015202,-,5.0,-,0.00021,-,0.42,-,"E Cotton, Temp 40, Rinse 2, Spin 1400, Intensive",-,"Australia,Fiji,New Zealand",0.58,-,151832,Approved,415.0,-,108.4,-,Drum,-,0.58662,-,-,-,2028-02-01,,Single product class,Available,,http://www.samsung.com.au,415.0,-,123.0,-,123.0,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1295
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,8,-,-,-,207,-,-,-,-,-,No,-,Cold,-,"China,South Korea,Thailand,Vietnam",Yes,-,565.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WV9-1608B,,AS/NZS 2040.1:2005/Amdt 3:2010,5.0010052787934365,-,5.0,-,0.00028,-,0.49,-,"Cotton Eco, 40℃, Spin 1600",-,"Australia,New Zealand",0.7,-,151885,Approved,328.0,-,0.0,-,Drum,-,0.49279,-,600.0,-,2028-01-19,,Single product class,Available,,,328.0,-,57.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1292
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,BEKO,8,-,-,-,325,-,-,-,-,-,No,-,Cold,-,Türkiye,Yes,-,550.0,-,Drum,-,840.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,BFLB8020W,,AS/NZS 2040.1:2005/Amdt 3:2010,4.029714906407861,-,4.0,-,0.00019074,-,0.45,-,"Cottons Eco, 40°C, 1400 rpm",-,"Australia,Fiji,New Zealand",0.45,-,151914,Approved,279.0,-,0.0,-,Drum,-,0.5063,-,600.0,-,2028-01-04,,Single product class,Available,http://www.beko.com.au/,,279.0,-,68.8,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1287
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,anko,10,-,-,-,772,-,-,-,-,-,No,-,Dual,-,China,Yes,-,1000.0,-,Non Drum,-,630.0,-,-,-,No,-,Top,-,Impeller,-,ATLW100G,,AS/NZS 2040.1:2005/Amdt 3:2010,2.2089534139333207,-,2.0,-,0.0,-,0.33,-,Normal,-,"Australia,Fiji,New Zealand",0.33,-,151940,Approved,134.0,-,0.0,-,Non-Drum,-,0.7457,-,601.0,-,2028-01-16,,Single product class,Available,,,134.0,-,136.2,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1288
EE Amendment Regulations 2025 Schedule 2C,Living & Co,8,-,-,-,405,-,-,-,-,-,No,-,Cold,-,China,Yes,-,565.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MFC80-JS1401B/C14E-AU(35),,AS/NZS 2040.1:2005/Amdt 3:2010,3.513757883284378,-,3.5,-,0.34,-,0.34,-,"ECO 40-60, 1400RPM 60ºC",-,New Zealand,0.34,-,151961,Approved,385.0,-,0.0,-,Drum,-,0.5116,-,595.0,-,2122-12-23,,Single product class,Available,http://www.midea.cn,https://www.thewarehouse.co.nz/,385.2,-,82.0,-,73.4,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ZCW0188
